,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Index,Customer Names,Index,Product Name,id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State Code,Region
60782,SO - 0008009,2017-12-13,110,Wholesale,USD,FLR025,205,19,10,1896.1000000000001,18961.0,1611.6850000000002,110,Holston Company,19,Product 19,205,Turlock,Stanislaus County,CA,California,City,37.49466,-120.84659,209,72292,23983,51401,43830795,69528,America/Los Angeles,CA,West
60783,SO - 0008339,2017-12-13,65,Wholesale,USD,AXW291,872,8,11,2378.5,26163.5,1403.3149999999998,65,CARDINAL Group,8,Product 8,872,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,972,1300092,477249,43781,882933616,113644009,America/Chicago,TX,South
60784,SO - 0009318,2017-12-13,65,Distributor,USD,NXH382,151,6,6,268.0,1608.0,171.52,65,CARDINAL Group,6,Product 6,151,Petaluma,Sonoma County,CA,California,City,38.23242,-122.63665,707,60438,21616,80276,37250003,277684,America/Los Angeles,CA,West
60785,SO - 0001923,2017-12-13,22,Distributor,USD,GUT930,400,25,12,6344.900000000001,76138.8,3806.94,22,SAFEWAY Ltd,25,Product 25,400,Capital,Sangamon County,IL,Illinois,Township,39.79106,-89.64457,217,116358,50476,49925,154319522,16272442,America/Chicago,IL,Midwest
60786,SO - 0006626,2017-12-13,146,Wholesale,USD,GUT930,606,4,8,2472.3,19778.4,988.9200000000001,146,Vimbo Company,4,Product 4,606,Troy,Oakland County,MI,Michigan,City,42.60559,-83.14993,248,83280,30812,85027,86682873,446701,America/Detroit,MI,Midwest
60787,SO - 0007507,2017-12-13,156,Wholesale,USD,AXW291,547,14,5,1701.8,8509.0,1412.494,156,Actavis Company,14,Product 14,547,Haverhill,Essex County,MA,Massachusetts,City,42.7762,-71.07728,351,62765,23781,60888,85563034,6889818,America/New York,MA,Northeast
60788,SO - 0009630,2017-12-13,29,Export,USD,GUT930,726,6,12,194.3,2331.6000000000004,130.181,29,Voolia Ltd,6,Product 6,726,Reno,Washoe County,NV,Nevada,City,39.52963,-119.8138,775,241445,92283,47012,277887963,7380237,America/Los Angeles,NV,West
60789,SO - 0010095,2017-12-13,153,Wholesale,USD,FLR025,123,4,12,3624.7000000000003,43496.4,2646.031,153,WOONSOCKET Corp,4,Product 4,123,Madera,Madera County,CA,California,City,36.96134,-120.06072,559,64208,16791,40457,40893995,0,America/Los Angeles,CA,West
60790,SO - 000629,2017-12-13,23,Wholesale,USD,GUT930,324,26,7,1152.4,8066.800000000001,507.05600000000004,23,Devpoint Group,26,Product 26,324,Palm Coast,Flagler County,FL,Florida,City,29.58497,-81.20784,386,82893,28169,48369,245950004,2816036,America/New York,FL,South
60791,SO - 0002763,2017-12-13,11,Distributor,USD,AXW291,8,13,10,247.9,2479.0,156.177,11,Voonyx Group,13,Product 13,8,Montgomery,Montgomery County,AL,Alabama,City,32.36681,-86.29997,334,200602,79866,42927,413985435,4411954,America/Chicago,AL,South
60792,SO - 0003087,2017-12-13,59,Distributor,USD,GUT930,780,14,8,1695.1000000000001,13560.800000000001,915.3540000000002,59,Gabvine Ltd,14,Product 14,780,Columbus,Delaware County/Franklin County/Fairfield County,OH,Ohio,City,39.98524,-82.98477,614,850106,334724,45659,565783587,15247719,America/New York,OH,Midwest
60793,SO - 0003511,2017-12-13,87,Wholesale,USD,GUT930,917,14,8,683.4,5467.2,369.036,87,Johnson Ltd,14,Product 14,917,Spring,Harris County,TX,Texas,CDP,30.07994,-95.41716,832,54992,18653,66484,58185801,914759,America/Chicago,TX,South
60794,SO - 0004484,2017-12-13,154,Distributor,USD,NXH382,298,8,11,2572.8,28300.800000000003,1517.952,154,GOOD Ltd,8,Product 8,298,Fountainebleau,Miami-Dade County,FL,Florida,CDP,25.77288,-80.34783,305,53413,18175,42444,10003979,542329,America/New York,FL,South
60795,SO - 0008740,2017-12-13,77,Wholesale,USD,AXW291,225,20,5,1098.8,5494.0,769.16,77,Valeant Corp,20,Product 20,225,Aurora,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688,-104.68974,303,359407,124031,53011,397624166,1731418,America/Denver,CO,West
60796,SO - 0009501,2017-12-13,80,Wholesale,USD,NXH382,949,13,11,783.9,8622.9,399.789,80,Realbuzz Ltd,13,Product 13,949,Norfolk,Norfolk city,VA,Virginia,City,36.84681,-76.28522,757,246393,87045,44480,137985835,111697132,America/New York,VA,South
60797,SO - 0005077,2017-12-13,6,Wholesale,USD,AXW291,189,25,12,1112.2,13346.400000000001,645.076,6,Family Corp,25,Product 25,189,Santa Cruz,Santa Cruz County,CA,California,City,36.97412,-122.0308,831,64220,21516,62164,32997148,7998546,America/Los Angeles,CA,West
60798,SO - 0007061,2017-12-13,174,Wholesale,USD,AXW291,416,22,9,2599.6,23396.399999999998,2209.66,174,Tekfly Group,22,Product 22,416,Evanston (Township),Cook County,IL,Illinois,Township,42.04639,-87.69435,847,75527,29263,70041,20148542,57390,America/Chicago,IL,Midwest
60799,SO - 0007265,2017-12-13,69,Export,USD,GUT930,361,16,8,837.5,6700.0,452.25000000000006,69,Vinte Group,16,Product 16,361,Marietta,Cobb County,GA,Georgia,City,33.9526,-84.54993,770,59067,23371,44953,60358315,200841,America/New York,GA,South
60800,SO - 0010176,2017-12-13,101,Distributor,USD,AXW291,324,19,12,1996.6000000000001,23959.2,1677.144,101,Feednation Corp,19,Product 19,324,Palm Coast,Flagler County,FL,Florida,City,29.58497,-81.20784,386,82893,28169,48369,245950004,2816036,America/New York,FL,South
60801,SO - 0004758,2017-12-13,33,Export,USD,AXW291,975,6,9,1132.3,10190.699999999999,837.9019999999999,33,Cadila Ltd,6,Product 6,975,South Hill,Pierce County,WA,Washington,CDP,47.14121,-122.27012,253,54878,18435,75241,47548884,217658,America/Los Angeles,WA,West
60802,SO - 0006980,2017-12-13,106,Wholesale,USD,GUT930,577,18,9,6016.6,54149.4,3429.462,106,Organon Corp,18,Product 18,577,Silver Spring,Montgomery County,MD,Maryland,CDP,38.99067,-77.02609,301,75748,30684,72887,20424526,75600,America/New York,MD,South
60803,SO - 0007778,2017-12-13,63,Distributor,USD,AXW291,524,25,12,5266.2,63194.399999999994,2211.8039999999996,63,Pfizer Corp,25,Product 25,524,Topeka,Shawnee County,KS,Kansas,City,39.04833,-95.67804,785,127265,52711,42250,159180160,3400123,America/Chicago,KS,Midwest
60804,SO - 0009542,2017-12-13,18,Export,USD,AXW291,134,27,12,2532.6,30391.199999999997,2000.754,18,Omba Group,27,Product 27,134,Murrieta,Riverside County,CA,California,City,33.55391,-117.21392,951,109830,32685,74610,87023902,93770,America/Los Angeles,CA,West
60805,SO - 0002284,2017-12-13,77,Wholesale,USD,AXW291,895,2,8,1118.9,8951.2,682.529,77,Valeant Corp,2,Product 2,895,Mansfield,Johnson County/Tarrant County/Ellis County,TX,Texas,City,32.56919,-97.12053,682,64274,20336,90089,94883095,113126,America/Chicago,TX,South
60806,SO - 0002456,2017-12-13,171,Wholesale,USD,FLR025,31,26,12,5406.900000000001,64882.8,2216.829,171,Accord Group,26,Product 26,31,Phoenix,Maricopa County,AZ,Arizona,City,33.44838,-112.07404,602,1563025,525610,47326,1340692038,3247104,America/Phoenix,AZ,West
60807,SO - 0003449,2017-12-13,165,Wholesale,USD,AXW291,789,25,5,2599.6,12998.0,1429.78,165,Buzzshare Company,25,Product 25,789,Parma,Cuyahoga County,OH,Ohio,City,41.40477,-81.72291,440,79937,33393,50440,51865151,127544,America/New York,OH,Midwest
60808,SO - 0004531,2017-12-13,38,Distributor,USD,AXW291,716,12,6,3932.9,23597.4,2084.4370000000004,38,Neutrogena Ltd,12,Product 12,716,Albuquerque,Bernalillo County,NM,New Mexico,City,35.08449,-106.65114,505,559121,222098,47030,487357375,4655624,America/Denver,NM,West
60809,SO - 0004569,2017-12-13,57,Wholesale,USD,NXH382,243,5,7,2767.1,19369.7,1632.589,57,Camido Company,5,Product 5,243,Bridgeport,Fairfield County,CT,Connecticut,City,41.16704,-73.20483,203,147629,50367,41801,41591056,8721419,America/New York,CT,Northeast
60810,SO - 0004825,2017-12-13,107,Distributor,USD,GUT930,938,17,5,3865.9,19329.5,2164.9040000000005,107,NCS Group,17,Product 17,938,West Valley City,Salt Lake County,UT,Utah,City,40.69161,-112.00105,385,136208,36213,52534,91854060,136726,America/Denver,UT,West
60811,SO - 0008121,2017-12-13,20,Wholesale,USD,FLR025,465,2,12,5226.0,62712.0,3240.12,20,Tagfeed Ltd,2,Product 2,465,Wayne (Township),DuPage County,IL,Illinois,Township,41.94095,-88.20373,630,67454,21529,97533,91737993,2750609,America/Chicago,IL,Midwest
60812,SO - 000119,2017-12-14,41,Distributor,USD,FLR025,721,26,5,5581.1,27905.5,4130.014,41,Pixoboo Corp,26,Product 26,721,Enterprise,Clark County,NV,Nevada,CDP,36.02525,-115.24194,702,124564,43699,68137,120207609,0,America/Los Angeles,NV,West
60813,SO - 000494,2017-12-14,81,Wholesale,USD,FLR025,396,6,8,3082.0,24656.0,1849.1999999999998,81,General Company,6,Product 6,396,Bloomington,McLean County,IL,Illinois,City,40.4842,-88.99369,309,78292,31110,62254,70308044,24508,America/Chicago,IL,Midwest
60814,SO - 0001712,2017-12-14,18,Distributor,USD,FLR025,231,26,6,5038.400000000001,30230.4,2972.656,18,Omba Group,26,Product 26,231,Commerce City,Adams County,CO,Colorado,City,39.80832,-104.93387,303,53696,14704,66053,91223535,1076681,America/Denver,CO,West
60815,SO - 0002637,2017-12-14,172,Wholesale,USD,FLR025,600,11,10,1025.1000000000001,10251.000000000002,533.0520000000001,172,BB17 Company,11,Product 11,600,Royal Oak,Oakland County,MI,Michigan,City,42.48948,-83.14465,248,59008,28371,65786,30520220,2761,America/Detroit,MI,Midwest
60816,SO - 0003311,2017-12-14,80,Export,USD,FLR025,549,18,9,1976.5,17788.5,1264.96,80,Realbuzz Ltd,18,Product 18,549,Lowell,Middlesex County,MA,Massachusetts,City,42.63342,-71.31617,351,110699,38489,48002,35187375,2442614,America/New York,MA,Northeast
60817,SO - 0003612,2017-12-14,109,Wholesale,USD,FLR025,460,23,11,1219.4,13413.400000000001,841.386,109,WOCKHARDT Group,23,Product 23,460,Tinley Park,Cook County/Will County,IL,Illinois,Village,41.56858,-87.80422,708,57143,21041,74215,41743331,30829,America/Chicago,IL,Midwest
60818,SO - 0003844,2017-12-14,123,Distributor,USD,FLR025,647,18,6,5748.6,34491.600000000006,4483.908,123,Muxo Group,18,Product 18,647,Southaven,DeSoto County,MS,Mississippi,City,34.98898,-90.01259,662,52589,18393,58227,106938400,619709,America/Chicago,MS,South
60819,SO - 0004871,2017-12-14,25,Export,USD,FLR025,763,14,9,5681.6,51134.4,2897.6160000000004,25,Zoonoodle Ltd,14,Product 14,763,Smithtown,Suffolk County,NY,New York,Town,40.91922,-73.17912,631,118275,39425,112693,139096977,149547375,America/New York,NY,Northeast
60820,SO - 0005650,2017-12-14,60,Distributor,USD,FLR025,65,14,10,2398.6,23986.0,1631.048,60,BTA Corp,14,Product 14,65,Colton,San Bernardino County,CA,California,City,34.0739,-117.31365,909,54621,15432,41565,39689349,1852708,America/Los Angeles,CA,West
60821,SO - 0005987,2017-12-14,140,Export,USD,FLR025,157,13,9,1969.8,17728.2,1398.558,140,Safecor Corp,13,Product 13,157,Porterville,Tulare County,CA,California,City,36.06523,-119.01677,559,56058,15821,38456,48156793,60581,America/Los Angeles,CA,West
60822,SO - 0008597,2017-12-14,102,Distributor,USD,GUT930,100,25,5,1768.8,8844.0,972.84,102,Linkbuzz Ltd,25,Product 25,100,Hawthorne,Los Angeles County,CA,California,City,33.9164,-118.35257,424,88451,29159,44504,15750339,28946,America/Los Angeles,CA,West
60823,SO - 0008335,2017-12-14,158,Wholesale,USD,GUT930,51,26,5,1045.2,5226.0,836.1600000000001,158,Linklinks Ltd,26,Product 26,51,Buena Park,Orange County,CA,California,City,33.86751,-117.99812,657,83270,23130,70588,27246148,65361,America/Los Angeles,CA,West
60824,SO - 0009392,2017-12-14,8,Distributor,USD,NXH382,543,18,11,3946.3,43409.3,1657.446,8,Amerisourc Corp,18,Product 18,543,Chicopee,Hampden County,MA,Massachusetts,City,42.1487,-72.60787,413,56741,22993,47684,59140442,2691137,America/New York,MA,Northeast
60825,SO - 000770,2017-12-14,63,Export,USD,NXH382,953,16,10,783.9,7839.0,313.56,63,Pfizer Corp,16,Product 16,953,Roanoke,Roanoke city,VA,Virginia,City,37.27097,-79.94143,540,99897,42239,39930,110141397,882886,America/New York,VA,South
60826,SO - 0004207,2017-12-14,165,Wholesale,USD,FLR025,225,6,9,1882.7,16944.3,1242.582,165,Buzzshare Company,6,Product 6,225,Aurora,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688,-104.68974,303,359407,124031,53011,397624166,1731418,America/Denver,CO,West
60827,SO - 0007852,2017-12-14,106,Wholesale,USD,AXW291,345,15,9,1956.4,17607.600000000002,1604.248,106,Organon Corp,15,Product 15,345,Tampa,Hillsborough County,FL,Florida,City,27.94752,-82.45843,813,369075,142232,44185,293748385,160056620,America/New York,FL,South
60828,SO - 0010384,2017-12-14,76,Wholesale,USD,GUT930,887,25,5,1775.5,8877.5,1083.055,76,NARS Group,25,Product 25,887,Houston,Fort Bend County/Harris County/Montgomery County,TX,Texas,City,29.78664,-95.3909,832,2296224,814599,46187,1651228436,73316071,America/Chicago,TX,South
60829,SO - 0010754,2017-12-14,43,Distributor,USD,GUT930,479,6,9,1963.1000000000001,17667.9,1629.373,43,Pacific Ltd,6,Product 6,479,Concord,Elkhart County,IN,Indiana,Township,41.65183,-85.94312,574,55462,19401,38285,92971376,1798524,America/Indiana/Indianapolis,IN,Midwest
60830,SO - 0008824,2017-12-14,25,Wholesale,USD,NXH382,231,13,5,804.0,4020.0,683.4,25,Zoonoodle Ltd,13,Product 13,231,Commerce City,Adams County,CO,Colorado,City,39.80832,-104.93387,303,53696,14704,66053,91223535,1076681,America/Denver,CO,West
60831,SO - 0009738,2017-12-14,53,Wholesale,USD,AXW291,846,18,12,1943.0,23316.0,1632.12,53,Kare Corp,18,Product 18,846,Chattanooga,Hamilton County,TN,Tennessee,City,35.04563,-85.30968,423,176588,70228,40177,370573763,19930234,America/New York,TN,South
60832,SO - 0009458,2017-12-14,163,Export,USD,AXW291,69,14,8,1809.0,14472.0,741.6899999999999,163,Zava Group,14,Product 14,69,Costa Mesa,Orange County,CA,California,City,33.64113,-117.91867,949,113204,40908,66459,40723584,211253,America/Los Angeles,CA,West
60833,SO - 000415,2017-12-14,50,Wholesale,USD,NXH382,133,22,12,3865.9,46390.8,2822.107,50,Wordtune Company,22,Product 22,133,Mountain View,Santa Clara County,CA,California,City,37.38605,-122.08385,650,80435,32714,103488,31062820,719721,America/Los Angeles,CA,West
60834,SO - 0003940,2017-12-14,133,Wholesale,USD,AXW291,960,14,11,2010.0,22110.0,1447.2,133,Mydo Corp,14,Product 14,960,Everett,Snohomish County,WA,Washington,City,47.97898,-122.20208,425,108010,42079,49578,86145342,38944936,America/Los Angeles,WA,West
60835,SO - 0004280,2017-12-14,160,Distributor,USD,GUT930,830,4,9,3966.4,35697.6,2260.848,160,Browsebug Company,4,Product 4,830,Reading,Berks County,PA,Pennsylvania,City,40.33565,-75.92687,610,87879,30090,26784,25567073,668285,America/New York,PA,Northeast
60836,SO - 0004536,2017-12-14,94,Wholesale,USD,NXH382,820,6,10,268.0,2680.0,187.6,94,Browsetype Corp,6,Product 6,820,Bensalem,Bucks County,PA,Pennsylvania,Township,40.10622,-74.94364,445,60374,23677,60147,51372224,2834246,America/New York,PA,Northeast
60837,SO - 0005318,2017-12-14,10,Distributor,USD,AXW291,992,20,6,1085.4,6512.400000000001,445.014,10,Unit Ltd,20,Product 20,992,West Allis,Milwaukee County,WI,Wisconsin,City,43.01668,-88.00703,414,60620,27457,45221,29480532,60789,America/Chicago,WI,Midwest
60838,SO - 0007381,2017-12-14,5,Wholesale,USD,NXH382,238,3,5,1989.9,9949.5,1631.718,5,Blogtags Ltd,3,Product 3,238,Longmont,Boulder County/Weld County,CO,Colorado,City,40.16984,-105.09901,303,92088,33850,62208,71061215,3918285,America/Denver,CO,West
60839,SO - 0007435,2017-12-14,128,Wholesale,USD,GUT930,660,18,8,1118.9,8951.2,839.1750000000001,128,Cantrell Company,18,Product 18,660,Greensboro,Guilford County,NC,North Carolina,City,36.07264,-79.79198,336,285342,114080,41628,332338206,13707999,America/New York,NC,South
60840,SO - 0008389,2017-12-14,120,Wholesale,USD,AXW291,623,13,5,1929.6000000000001,9648.0,1485.7920000000001,120,Chatterbri Ltd,13,Product 13,623,Lakeville,Dakota County,MN,Minnesota,City,44.64969,-93.24272,952,60633,19595,95130,93578276,4597185,America/Chicago,MN,Midwest
60841,SO - 0010500,2017-12-14,103,Export,USD,AXW291,966,9,10,790.6,7906.0,545.514,103,Skajo Ltd,9,Product 9,966,Marysville,Snohomish County,WA,Washington,City,48.05176,-122.17708,360,66773,22653,65434,53590066,675885,America/Los Angeles,WA,West
60842,SO - 0009205,2017-12-14,132,Wholesale,USD,GUT930,419,2,8,2659.9,21279.2,2260.915,132,CLINIQUE Ltd,2,Product 2,419,Hanover,Cook County,IL,Illinois,Township,42.02803,-88.20364,847,101296,32297,73620,86551770,624095,America/Chicago,IL,Midwest
60843,SO - 000933,2017-12-14,126,Wholesale,USD,AXW291,57,28,10,2659.9,26599.0,1117.158,126,Rhynoodle Ltd,28,Product 28,57,Castro Valley,Alameda County,CA,California,CDP,37.6941,-122.08635,510,62363,22164,85596,43349342,822982,America/Los Angeles,CA,West
60844,SO - 0001140,2017-12-14,80,Wholesale,USD,FLR025,874,30,9,1118.9,10070.1,492.31600000000003,80,Realbuzz Ltd,30,Product 30,874,DeSoto,Dallas County,TX,Texas,City,32.58986,-96.85695,972,52486,18907,59260,56029492,86404,America/Chicago,TX,South
60845,SO - 0001737,2017-12-14,48,Export,USD,AXW291,162,6,8,5768.7,46149.6,3922.7160000000003,48,Rochester Group,6,Product 6,162,Redlands,San Bernardino County,CA,California,City,34.05557,-117.18254,909,71035,24157,65212,93321052,779122,America/Los Angeles,CA,West
60846,SO - 0001831,2017-12-14,39,Distributor,USD,AXW291,248,12,8,2827.4,22619.2,1272.3300000000002,39,Kazu Corp,12,Product 12,248,Danbury (Town),Fairfield County,CT,Connecticut,Town,41.39874,-73.4781,203,84657,28894,66676,108636759,5813522,America/New York,CT,Northeast
60847,SO - 0002887,2017-12-14,170,Distributor,USD,GUT930,605,2,6,167.5,1005.0,68.675,170,SEINDNI Corp,2,Product 2,605,Taylor,Wayne County,MI,Michigan,City,42.24087,-83.26965,313,61568,23742,40545,61116830,95634,America/Detroit,MI,Midwest
60848,SO - 0003998,2017-12-14,119,Wholesale,USD,NXH382,364,2,5,904.5,4522.5,714.5550000000001,119,Livepath Corp,2,Product 2,364,Savannah,Chatham County,GA,Georgia,City,32.08354,-81.09983,912,145674,52798,36466,268318796,13908113,America/New York,GA,South
60849,SO - 0004750,2017-12-14,47,Wholesale,USD,AXW291,527,25,9,1125.6000000000001,10130.400000000001,461.49600000000004,47,Gigabox Group,25,Product 25,527,Lexington-Fayette,Fayette County,KY,Kentucky,Urban County ,38.0498,-84.45855,859,314488,125752,49778,734642357,4922241,America/New York,KY,South
60850,SO - 0004796,2017-12-14,7,Wholesale,USD,GUT930,914,9,9,2572.8,23155.2,1878.144,7,Skidoo Company,9,Product 9,914,San Angelo,Tom Green County,TX,Texas,City,31.46377,-100.43704,325,100450,36409,44802,155255892,5940332,America/Chicago,TX,South
60851,SO - 0006783,2017-12-14,89,Wholesale,USD,AXW291,544,25,12,2666.6,31999.199999999997,1626.626,89,Internatio Company,25,Product 25,544,Fall River,Bristol County,MA,Massachusetts,City,41.70149,-71.15505,774,88777,38765,35213,85769409,18424381,America/New York,MA,Northeast
60852,SO - 0009065,2017-12-14,47,Wholesale,USD,AXW291,955,25,11,1139.0,12529.0,933.9799999999999,47,Gigabox Group,25,Product 25,955,Virginia Beach,Virginia Beach city,VA,Virginia,City,36.85293,-75.97799,757,452745,166242,66634,633821720,654694207,America/New York,VA,South
60853,SO - 0003158,2017-12-14,30,Distributor,USD,AXW291,761,16,5,2559.4,12797.0,1970.738,30,Shuffledri Group,16,Product 16,761,Rochester,Monroe County,NY,New York,City,43.15478,-77.61556,716,209802,85741,30960,92678538,3546651,America/New York,NY,Northeast
60854,SO - 0004830,2017-12-14,71,Wholesale,USD,AXW291,403,14,7,1782.2,12475.4,1122.786,71,Remedy Ltd,14,Product 14,403,Chicago,Cook County/DuPage County,IL,Illinois,City,41.83755,-87.68184,773,2720546,1035436,48522,588808396,17615206,America/Chicago,IL,Midwest
60855,SO - 0005346,2017-12-14,165,Distributor,USD,GUT930,753,25,10,1085.4,10854.0,759.78,165,Buzzshare Company,25,Product 25,753,Mount Vernon,Westchester County,NY,New York,City,40.9126,-73.83708,914,68628,24989,50952,11358864,44579,America/New York,NY,Northeast
60856,SO - 0010497,2017-12-14,3,Distributor,USD,GUT930,571,2,11,1929.6000000000001,21225.600000000002,868.32,3,Ascend Ltd,2,Product 2,571,Ellicott City,Howard County,MD,Maryland,CDP,39.26733,-76.79831,410,68507,24341,114916,77599815,317859,America/New York,MD,South
60857,SO - 0010753,2017-12-14,53,Distributor,USD,AXW291,443,25,5,167.5,837.5,142.375,53,Kare Corp,25,Product 25,443,Oswego (Township),Kendall County,IL,Illinois,Township,41.67577,-88.31799,630,55375,17246,87776,103287695,1644077,America/Chicago,IL,Midwest
